id,name,brewery_type,city,state_province,country,latitude,longitude,has_website,has_phone,name_length,num_words_name
42aa37d5-8384-4ffe-8c81-7c982eff0384,10K Brewing,micro,Anoka,Minnesota,United States,45.19812039,-93.38952559,1,1,11,2
232e8f62-9afc-45f5-b4bc-582c26b5c43b,10th District Brewing Company,micro,Abington,Massachusetts,United States,42.10591754,-70.94594149,1,1,29,4
08f78223-24f8-4b71-b381-ea19a5bd82df,11 Below Brewing Company,micro,Houston,Texas,United States,29.9515464,-95.5186591,1,1,24,4
58293321-14ae-49d7-9a7b-08436c9e63a6,1188 Brewing Co,brewpub,John Day,Oregon,United States,44.4146563,-118.9218754,1,1,15,3
e5f3e72a-fee2-4813-82cf-f2e53b439ae6,12 Acres Brewing Company,micro,Killeshin,Laois,Ireland,52.84930763,-6.979343891,1,1,24,4
d81ff708-b5d2-478f-af6a-6d40f5beb9ac,12 Gates Brewing Company,brewpub,Williamsville,New York,United States,41.5082102,-85.5378194,1,1,24,4
fb94830f-6196-4f59-9189-c9060b778085,12 West Brewing Company,micro,Gilbert,Arizona,United States,41.5082102,-85.5378194,1,1,23,4
0faa0fb2-fffa-416d-9eab-46f67477c8ef,12 West Brewing Company - Production Facility,micro,Mesa,Arizona,United States,33.436188,-111.5860662,0,0,45,7
e54c2f02-acd6-4172-861d-fcfa54c8701a,122 West Brewing Co,closed,Bellingham,Washington,United States,48.7621709,-122.485982,1,1,19,4
d5cb896d-3e99-4e19-9693-5e06ce987e53,127 Brewing,micro,Jackson,Michigan,United States,42.28667212,-84.43116792,0,1,11,2
06e9fffb-e820-45c9-b107-b52b51013e8f,12Degree Brewing,brewpub,Louisville,Colorado,United States,39.9782443,-105.1319826,1,1,16,2
50521ef7-f543-4c5d-98b1-0d0ee1a2be01,12welve Eyes Brewing,micro,Saint Paul,Minnesota,United States,41.5082102,-85.5378194,1,1,20,3
950180bd-29c9-46b3-ad0c-e6f09799ec7f,13 Below Brewery,micro,Cincinnati,Ohio,United States,39.12639764,-84.70634815,1,1,16,3
45119c56-345b-4adc-b481-c5cf7bfe98c4,13 Stripes Brewery,brewpub,Taylors,South Carolina,United States,41.5082102,-85.5378194,1,1,18,3
936c3d7e-5d54-4459-b72c-117cdda059b4,13 Virtues Brewing Co,brewpub,Portland,Oregon,United States,45.4762536,-122.6487531,1,1,21,4
5c53b314-ebab-4e3e-89be-e4139d9318ae,1323 R & D,micro,Raleigh,North Carolina,United States,41.5082102,-85.5378194,1,1,10,4
4788221a-a03b-458c-9084-4cadd69ade6d,14 Cannons Brewing Company,micro,Westlake Village,California,United States,34.15334,-118.802397,1,1,26,4
b7b68d22-5045-4501-b9bf-ec94946eaffc,14 Lakes Brewery,micro,Crosslake,Minnesota,United States,41.5082102,-85.5378194,0,1,16,3
4b677b60-fef1-42e2-90ef-dadc1bd7fb06,14er Brewing Company,other,Denver,Colorado,United States,39.7614112,-104.9839636,1,1,20,3
6c53984f-fac1-4ea7-9c44-44e25897c71a,14th Star Brewing,micro,Saint Albans,Vermont,United States,41.5082102,-85.5378194,1,1,17,3
c1dc2b15-1ad0-4af4-840b-13a5c204f19a,1516 Westparkbräu,brewpub,Ingolstadt,Bayern,Germany,48.7752587,11.3903278,1,1,17,2
85192a9c-58a4-48c3-bd9d-496d09d22aa3,16 Lots Brewing,brewpub,Mason,Ohio,United States,39.3545967,-84.3183801,1,1,15,3
284b44f8-6ccb-4cd6-8d06-f2ad882a47c3,16 Mile Brewing Co,micro,Georgetown,Delaware,United States,38.6788938,-75.37816436,1,1,18,4
ee6d39c6-092f-4623-8099-5b8643f70dbe,16 Stone Brewpub,brewpub,Holland Patent,New York,United States,43.24211175,-75.2565195,1,1,16,3
d35b40b0-a3ff-4878-a6ee-9caa2149b521,1623 Brewing Company,brewpub,Eldersburg,Maryland,United States,39.4164017,-76.9773575,1,1,20,3
84bd3b3c-bd2d-4e07-bc31-b43a8c8ebf4c,1717 Brewing Co,micro,Des Moines,Iowa,United States,41.5872267,-93.6120353,1,1,15,3
f41a0c47-ba9b-4547-bfed-fcbefe0fc74b,1718 Ocracoke Brewing,brewpub,Ocracoke,North Carolina,United States,35.10715368,-75.97176063,1,1,21,3
84d621c4-81a5-44e6-aca7-1566c2e67cc0,1781 Brewing Company,micro,Spotsylvania,Virginia,United States,41.5082102,-85.5378194,0,1,20,3
896f26a1-d80e-4790-9287-026a86c1799d,180 and Tapped,micro,Coraopolis,Pennsylvania,United States,40.50984957,-80.15020356,1,1,14,3
31935dfe-87ab-4b3c-b845-1347e78f3d98,1812 Brewery,micro,Cumberland,Maryland,United States,39.7021475,-78.7008528,1,1,12,2
46839a79-b7bf-4733-b91b-ce116d062a57,1817 Brewery,micro,okolona,Mississippi,United States,34.001703,-88.750264,0,1,12,2
1a1b2165-73ed-40aa-b89b-56794d140f22,1840 Brewing Company,micro,Milwaukee,Wisconsin,United States,43.00436242,-87.90606942,1,1,20,3
fe6b9893-b93e-43d5-a9f6-3e0c89a3f13c,1850 Brewing Company,micro,Mariposa,California,United States,37.570148,-119.9036592,1,0,20,3
b51f3cdf-60ff-4ae1-94a7-76906c7d62eb,18th Street Brewery,micro,Gary,Indiana,United States,41.59928343,-87.26887786,1,0,19,3
add7f978-942e-4d56-b209-c80837a51d69,18th Street Brewery,micro,Hammond,Indiana,United States,41.61556796,-87.517422,0,0,19,3
dbde8235-2b55-4d8b-8b1c-438155abe104,1905 Brewing Company,micro,Assumption,Illinois,United States,39.5172564,-89.0503635,1,1,20,3
4f4b5b34-d572-4dff-a18f-47e507c073e6,1912 Brewing,micro,Tucson,Arizona,United States,32.24673727,-110.9927505,1,1,12,2
4ccad9b9-f9cf-4d21-b6d5-ab005ee1532d,192 Brewing,micro,Kenmore,Washington,United States,47.75670075,-122.2415652,1,1,11,2
4a09f017-db8f-42e1-a8ec-a0cd81c28761,1940's Brewing Company,micro,Holbrook,New York,United States,41.5082102,-85.5378194,1,1,22,3
4dcaeaa3-d7cc-4016-9392-5bde4e3a8f4d,1st Republic Brewing Co,micro,Essex Junction,Vermont,United States,41.5082102,-85.5378194,1,1,23,4
9046adec-ed04-4c60-8043-4a02e9e2dabc,2 Basset Brewery,micro,White Sulphur Springs,Montana,United States,46.54807609,-110.9004865,1,1,16,3
8436b02b-9a06-474c-b5eb-8ff9aedf1f99,2 Dogz and A Guy Brewing,micro,Montrose,Pennsylvania,United States,41.8336364,-75.8800318,1,1,24,6
2005a2bb-0f89-4520-8553-f79cf0b4c909,2 Feet Brewing Company,brewpub,Bangor,Maine,United States,44.80012684,-68.77283099,1,1,22,4
d30841d8-0152-469f-9a19-1b97a5f965a6,2 HALFS Brewing Distilling,micro,Alexandria,NSW,Australia,-33.902839,151.1979,1,1,26,4
6948c755-a504-42f9-88e8-d04d027731e5,2 Row Brewing,micro,Midvale,Utah,United States,40.5950202,-111.9007652,1,1,13,3
fb2460bb-d6bb-4690-a700-f0b5628cc7dd,2 Silos Brewing Company,micro,Manassas,Virginia,United States,41.5082102,-85.5378194,1,1,23,4
836cb05e-ee8f-4798-859e-fe0bedb0186a,2 Tones Brewing Co.,micro,Whitehall,Ohio,United States,40.0030689,-82.9118174,1,0,19,4
5ec3b488-48bd-49a7-9828-05bd90195cd5,2 Tread Brewing Co,brewpub,Santa Rosa,California,United States,38.4387767,-122.7167729,1,1,18,4
8624d11b-8593-49a8-89b4-c46a0f111cd7,2 Way Brewing Company,brewpub,Beacon,New York,United States,41.5082102,-73.9809868,1,1,21,4
5cda93ce-6b16-4374-9d43-bb4383be0187,2 Witches Winery and Brewing Company,micro,Danville,Virginia,United States,36.58590349,-79.42125553,1,1,36,6
64a48d9e-08e9-45e3-83ca-f00d24bb7e49,20 Corners Brewing LLC,brewpub,Woodinville,Washington,United States,47.76864301,-122.1517007,1,1,22,4
c018299b-db2d-438b-b58c-ecaa0f07a0df,210 Brewing Co,brewpub,Arlington,Washington,United States,48.215096,-122.18421,1,1,14,3
00fdce16-e1dd-4678-87f2-45550f9083e1,212 Brewing Company,contract,Davenport,New York,United States,41.5082102,-85.5378194,0,1,19,3
46a8ed58-5d1a-413e-871e-d2d29d6d43f0,217 Brew Works,micro,Wilson,North Carolina,United States,35.7227625,-77.9120318,0,1,14,3
63baab9a-b561-4eff-8619-f95290a61b77,21st Amendment Brewery,regional,San Leandro,California,United States,37.71130036,-122.1772928,1,1,22,3
8f9621dc-da98-4ddb-82a1-039c9e2b3224,21st Amendment Brewery Cafe,brewpub,San Francisco,California,United States,37.782448,-122.3925769,1,1,27,4
84337872-75da-4cdd-9f8f-1e1691f21642,21st St Brewers Bar,brewpub,Saint Louis,Missouri,United States,38.624291,-90.213781,1,1,19,4
2711c5ad-83cb-4917-932e-b8bbf1a25ffb,23 Brewing Company / Lizzie B's Cafe,brewpub,Prestonsburg,Kentucky,United States,41.5082102,-85.5378194,1,1,36,7
e05dc493-284f-4ece-995e-19899398f077,238 Brewing Company,closed,Mead,Washington,United States,41.5082102,-85.5378194,1,1,19,3
29c73154-9117-4f27-98e1-b5bb5f69c055,23rd Ave Brewery,closed,Seattle,Washington,United States,47.599163,-122.301811,1,1,16,3
c70c8ad5-4bfa-4b2a-a383-7e7d15e0baf9,23rd Street Brewery,brewpub,Lawrence,Kansas,United States,38.9429674,-95.28093353,1,1,19,3
6751228c-5373-4a54-8d68-72df6849a437,26 Degree Brewing Company,micro,Pompano Beach,Florida,United States,26.2316338,-80.1224169,0,1,25,4
e0444512-54a6-4a44-b5bb-0f9b88326454,27 South Brewing,micro,Coorparoo,QLD,Australia,-27.4869498,153.0567537,1,0,16,3
43cd61af-dd59-4a91-8e3f-fce26a141a9b,28 Brewery,micro,Bruxelles,Brussels Capital Region,Belgium,50.8482035,4.3499006,1,1,10,2
d6e77d51-2fa2-44cb-89b3-c94bf1dc77df,28th State Brewing,planning,Houston,Texas,United States,41.5082102,-85.5378194,1,0,18,3
7d13ee75-e7e3-4623-862a-43a18dd6a1ae,2C Family Brewing Co.,micro,Nampa,Idaho,United States,43.578989,-116.559282,0,1,21,4
5fdcc498-f9df-4fa5-b35d-487a59f0fecc,2Kids Brewing Company,micro,San Diego,California,United States,32.896584,-117.137429,1,1,21,3
be0ec266-d637-42e4-94ba-4ce21e456054,2nd Shift Brewing Co,brewpub,Saint Louis,Missouri,United States,38.621943,-90.280526,1,1,20,4
fb8eee34-da8a-42b2-bc4c-77020024a7f0,2nd Story Brewing Company,brewpub,Philadelphia,Pennsylvania,United States,41.5082102,-85.5378194,1,1,25,4
3cf2698f-4193-4591-aab3-a8ef0fbedcab,2SP Brewing Company,micro,Aston,Pennsylvania,United States,41.5082102,-85.5378194,1,1,19,3
e2923681-b2b4-443b-9f90-6d560992e85f,2T,micro,Lindlar,Nordrhein-Westfalen,Germany,51.0241713,7.375127,1,1,2,1
9fdb80f1-a96f-4dc4-80a2-5b0d9a246916,3 Beards Beer Company,contract,Williamsburg,Massachusetts,United States,42.3923659,-72.7305059,1,1,21,4
58fd6094-aa06-487e-85fe-4376cd81f0ab,3 Brewers,brewpub,Toronto,Ontario,Canada,43.6555221,-79.3804435,1,1,9,2
065200ec-51cf-4612-b1b9-61f7db489c3c,3 Daughters Brewing,micro,Saint Petersburg,Florida,United States,27.76899022,-82.6629721,1,1,19,3
60c00c0b-b797-4f6a-b442-3bfbaec156ca,3 Disciples Brewing,micro,Sebastopol,California,United States,38.3845125,-122.8332502,1,1,19,3
ad9ec3c5-cd44-4fcb-a4d1-cbec897839b1,3 Fonteinen,micro,Beersel,Vlaanderen,Belgium,50.763105,4.2736147,1,1,11,2
a1887b5a-0c21-43cf-9547-527b7c11dcf4,3 Freaks Brewing Co,micro,Highlands Ranch,Colorado,United States,39.5659575,-104.9426656,1,1,19,4
a74744eb-ca98-43c5-9199-09df39f8b400,3 Iron Brewing Company,micro,Colton,California,United States,34.05616889,-117.3066993,1,1,22,4
1218736c-bfcf-4b95-b473-7399aaf60d1d,"3 Keys Brewing Company, LLC",brewpub,Bradenton,Florida,United States,27.49645026,-82.53393502,1,1,27,5
ed387340-ea78-4f65-9de0-15e2da50371e,3 Nations Brewing,micro,Farmers Branch,Texas,United States,32.93044336,-96.89883128,1,1,17,3
50f26a2b-242d-40af-b78b-cf975ce37761,3 Ravens,micro,Thornbury,VIC,Australia,-37.755894,145.026872,1,1,8,2
a8fda9a9-026b-4b15-86b9-62b4ccb126c1,3 Sheeps Brewing Co,micro,Sheboygan,Wisconsin,United States,43.77384561,-87.73006524,1,1,19,4
5595bb24-e2b8-4a6e-9f0b-451fac8dd903,3 Sheets Brewery,micro,Albany,Oregon,United States,41.5082102,-85.5378194,1,1,16,3
e2ddeea8-03d4-43e7-bfd0-d27797b9d016,3 Sons Brewing Co.,other,Dania,Florida,United States,26.04800238,-80.14361029,1,1,18,4
bd8b76ca-a70a-4363-96cb-24f1d0118a74,3 Stars Brewing Co,closed,Washington,District of Columbia,United States,41.5082102,-85.5378194,1,1,18,4
cb56e27e-d113-4f74-925a-69305a56d082,3 Trails Brewing Co,micro,Independence,Missouri,United States,39.122385,-94.41265,1,1,19,4
6c5dabed-6a59-4610-abc9-b1e958393186,30 Mile Brewing Co.,closed,Old Saybrook,Connecticut,United States,41.5082102,-85.5378194,1,1,19,4
2f6062af-4d6f-42b2-b4ad-626cf01a1fec,300 Suns Brewing Company,brewpub,Longmont,Colorado,United States,41.5082102,-85.5378194,1,0,24,4
3b0b5b9b-f6d8-49e3-8ebd-0bcef6939bcd,32 North Brewing Co,brewpub,San Diego,California,United States,32.88313237,-117.1649842,1,1,19,4
3b836ff9-8088-4df0-b2f1-8287f2a35b81,33 Acres Brewing Company,brewpub,Vancouver,British Columbia,Canada,49.2637804,-123.1053533,1,0,24,4
70749225-122e-4824-852b-29680e90c8ec,33 Brewing Experiment,brewpub,Vancouver,British Columbia,Canada,49.2637804,-123.1053533,1,0,21,3
a964a343-e4f1-40d8-9353-09ef9b74f513,34 Degree North Experiment Station,micro,Shallotte,North Carolina,United States,33.97270364,-78.38636517,0,0,34,5
098595c2-f606-40b4-9b49-195f73fb6fd6,350 Brewing Co,brewpub,Tinley Park,Illinois,United States,41.55864726,-87.79160288,1,1,14,3
63969ec8-b557-4c71-b993-ad00c99ab70e,360 Degree Brewing Company,micro,Sheffield Park,East Sussex,England,50.993912,-0.00086,1,1,26,4
55de8d28-4231-4497-8ff7-3031e7bb3be5,38 State Brewing,micro,Littleton,Colorado,United States,41.5082102,-85.5378194,1,1,16,3
dfa3f8fc-21cf-443d-ba8d-8adfc6873852,38°-75° Brewing,brewpub,Rehoboth Beach,Delaware,United States,38.7074994,-75.090191,0,1,15,2
53305a0f-9b51-4f73-bf5e-88bb0439b216,380 Brewing Company,planning,Clancy,Montana,United States,41.5082102,-85.5378194,0,1,19,3
b84d47b5-43a1-4a05-9ee4-e795dfbf019c,3806 Brewing,micro,Berwick,VIC,Australia,-38.0371856,145.3416748,1,1,12,2
842d193f-7a1b-4960-86f8-7d6614884005,3cross Fermentation Cooperative,micro,Worcester,Massachusetts,United States,42.24364875,-71.83057593,1,1,31,3
4f70ac94-eca5-4cec-8581-92ec5afdf4f2,3Halves Brewing Co,brewpub,Liberty,Missouri,United States,39.2461993,-94.4190247,1,1,18,3
694547f5-28fd-4363-bad6-03b6eaf0f1dd,3rd Degree Brewhouse,micro,Fuquay Varina,North Carolina,United States,35.5914556,-78.794223,1,1,20,3
370fdc3b-55a0-43f0-a54e-f617a7cec7b8,3rd Planet Brewing,micro,Niceville,Florida,United States,41.5082102,-85.5378194,1,1,18,3
3c9354c5-4d21-40a8-8e53-8f2f9b5e043b,3rd Rock Brewing Company,micro,Trenton,North Carolina,United States,35.06939877,-77.36749285,1,1,24,4
2eed7840-ec52-48b5-b22e-d9d76bd01929,3rd Turn Brewing,micro,Louisville,Kentucky,United States,38.19322725,-85.56656078,1,0,16,3
781bda70-39b2-4f3f-9213-9d0f44c08991,3rd Wave Brewing Co,micro,Delmar,Delaware,United States,41.5082102,-85.5378194,1,1,19,4
a00c1c11-dede-4d7f-a514-bd291b6db283,3TREE BREWERY,micro,Ibaraki,Osaka,Japan,34.81744613,135.5780968,1,0,13,2
b72f2ce6-e062-404d-ac31-c1060db2d870,4 By 4 Brewing Company,micro,Springfield,Missouri,United States,37.147986,-93.239889,1,1,22,5
ac2f41ed-e1e8-4586-aa78-253543db7714,4 Hands Brewing Co,regional,Saint Louis,Missouri,United States,38.61526593,-90.19762012,1,1,18,4
dc652569-19d7-4f63-a999-3e8d5d6798c1,4 Noses Brewing Company,micro,Broomfield,Colorado,United States,41.5082102,-85.5378194,1,1,23,4
cbcca8ac-55f6-47cb-967f-1a77dfa959e5,4 Pines,large,Richmond,VIC,Australia,-37.824664,144.9901574,0,0,7,2
7c669ae6-460d-476b-bc56-0b4d566a152c,4 Stitch Brewing Co - Brewery & Taproom,other,Mill Creek,Washington,United States,47.84671432549,-122.21991381534,1,1,39,8
b237e2d5-dabc-41f9-a3ff-2b4e3f3a9c8e,4 Stitch Brewing Co - Taproom & Kitchen,brewpub,Woodinville,Washington,United States,47.782473284418,-122.15488674812,1,1,39,8
d4c7fb43-6671-4597-8cdd-e938d751aca2,400 North Brewing,planning,Sugarhill,Georgia,United States,41.5082102,-85.5378194,1,1,17,3
9c3f919e-e6de-4e43-91cb-30f3e73ad591,406 Brewing Company,micro,Bozeman,Montana,United States,41.5082102,-85.5378194,1,1,19,3
b7f2ebb8-6764-4654-a98b-246724c8952a,411 Broadway Ales,planning,Fresno,California,United States,36.7295295,-119.7088613,0,1,17,3
ef60f8cf-0fdc-4ea1-aa94-09e1f869176b,412 Brews,brewpub,Mc Kees Rocks,Pennsylvania,United States,41.5082102,-85.5378194,1,0,9,2
dad10840-28ab-4dcf-9005-bf2cc2665b5a,42 North Brewing Company,brewpub,East Aurora,New York,United States,42.769311,-78.607989,1,1,24,4
52dd0878-928b-4b47-b7fa-602f140592ed,4204 Main Street Brewing Co,brewpub,Belleville,Illinois,United States,38.53796122,-90.02053343,0,1,27,5
1d3084b5-c9bc-4380-9862-14e837b82bb9,45 Degree Brewhouse,micro,Spokane Valley,Washington,United States,47.657478,-117.264473,1,1,19,3
eb3d0c66-bbe8-495d-a876-924f0c0cf509,450 North Brewing Company @ Simmons Winery,brewpub,Columbus,Indiana,United States,41.5082102,-85.5378194,1,1,42,7
6b892c61-269b-453f-acd1-b79491b0ef0b,47 Hills Brewing Co,brewpub,South San Francisco,California,United States,37.64425595,-122.4136168,1,1,19,4
cd97aeab-a499-4c95-b20b-881bfe3ed6c8,49th State Brewing Co,micro,Healy,Alaska,United States,63.864759,-149.017877,1,1,21,4
eaa4afea-bcb5-434c-839e-ef48fe8811d0,49th State Brewing Co - Anchorage,brewpub,Anchorage,Alaska,United States,61.2197366,-149.8958196,1,1,33,6
025dbb4f-15b3-483e-b78a-348914fa0136,49th State Brewing Co - Ted Stevens,other,Anchorage,Alaska,United States,61.177175621109,-149.99057054233,1,1,35,7
dbf0d7e7-4e2c-4574-9dee-791d95496811,4B's Brewery,brewpub,Cedaredge,Colorado,United States,38.900614,-107.925782,1,1,12,2
aea0a6f9-557e-4907-be23-d80737a071e4,4J Brewing Company,micro,Houston,Texas,United States,41.5082102,-85.5378194,1,1,18,3
53efe9e9-dbb3-4c98-ab77-61515abef2a9,4kd Crick Brewery,brewpub,Defiance,Ohio,United States,41.296252,-84.341647,1,1,17,3
760e8395-f2a2-4161-9bf1-c72ed1aa6ae3,4th Tap Brewing Cooperative,micro,Austin,Texas,United States,30.3852024,-97.7118913,0,1,27,4
d8b4ad26-346b-40dd-8215-b0e89ace23e2,5 Alarm Brewing Co,micro,Lake Mills,Iowa,United States,43.41926615,-93.53398788,0,1,18,4
c17a3e56-4d4e-405e-a21b-85f415903674,5 Lakes Brewing Co.,brewpub,Dorr,Michigan,United States,42.72497157,-85.70445518,1,1,19,4
75eff8e1-7c25-483a-a2b2-49ecdbf16d31,5 Lamps Brewery,regional,Dublin,Dublin,Ireland,53.33596635,-6.26585621,1,0,15,3
257e9aac-7dbe-4656-b366-9d8a94c49d58,5 North Brewing Company,closed,Spokane,Washington,United States,47.71758683,-117.4328496,1,1,23,4
a34cb542-e683-4e86-ac8a-d285f891f083,5 Paddles Brewing Company,micro,Whitby,Ontario,Canada,41.5082102,-85.5378194,1,1,25,4
f927d8d6-3151-4073-9d20-410ca617853e,5 Rabbit Cerveceria Inc,micro,Chicago,Illinois,United States,41.7595502,-87.6572069,1,1,23,4
5c99b790-e00d-4ca6-86a5-37723f728690,5 Rights Brewing Co,micro,Marysville,Washington,United States,48.05156015,-122.1762906,1,1,19,4
2af85509-aee5-46bc-ab1a-fd9b8b0026d4,5 Rivers Brewing LLC,planning,Spanish Fort,Alabama,United States,30.6749127,-87.9152724,1,1,20,4
80c395e8-28c8-460a-9cc5-721fcc22410f,5 Seasons Brewing Co - Prado,brewpub,Sandy Springs,Georgia,United States,33.9078086,-84.3796711,1,1,28,6
baad8dd7-b295-480c-8f64-e499562a3662,5 Seasons Brewing Co - Westside,brewpub,Atlanta,Georgia,United States,41.5082102,-85.5378194,1,1,31,6
83d47922-0a23-4b85-9c1c-d50b9135d64a,5 Stones Artisan Brewery,micro,New Braunfels,Texas,United States,29.711365,-98.232345,0,1,24,4
fafc2e23-c3bf-46d3-87c0-00e92209269b,515 Brewing Co,micro,Clive,Iowa,United States,41.599992,-93.7228408,1,1,14,3
7e12d827-22dc-4d07-8715-8192c9680b23,5150 Brewing At The Brass Tap Rocklin,micro,Rocklin,California,United States,38.8047402,-121.207331,1,1,37,7
132540a2-23c8-4720-8c58-31292d264c4a,51st State Brewing Company,brewpub,Kingsford,Michigan,United States,45.808408,-88.08819,1,1,26,4
5858b701-9e27-44e6-8ab8-b950b72c4181,51st Ward Beer Company,contract,Westmont,Illinois,United States,41.804494,-87.981157,0,1,22,4
4d878d25-a8fb-49e7-93da-56d229bf46ff,54-40 Brewing Company,brewpub,Washougal,Washington,United States,45.56577849,-122.3269349,1,1,21,3
126f87c3-1c6d-4ff0-b35c-c8dfa9a8e1b4,550 Brewing,other,Aztec,New Mexico,United States,36.8213739,-107.9950235,1,1,11,2
12e7f950-af94-4014-abdf-e09600209de9,555 Brewing Co.,micro,Wellington,Ontario,Canada,41.5082102,-85.5378194,1,0,15,3
4a4baf4f-921c-46c0-9130-afcc4ce4f4d2,559 Local Brewing,micro,Clovis,California,United States,36.82517171,-119.7017487,1,1,17,3
b0d5d69d-b439-44a6-ab3e-0cbd15658dc7,56 Brewing,micro,Minneapolis,Minnesota,United States,41.5082102,-85.5378194,1,1,10,2
f4a902c1-e5a6-43da-b3e4-a1ffc97d31a9,5770 Brewery,micro,Teutopolis,Illinois,United States,39.13142194,-88.47806652,1,1,12,2
90d1fa86-77d7-4a21-9818-e338fa6fdb96,583 양조장(583 Brewery),brewpub,Jangsu-gun,Jeollabukdo,South Korea,35.68271721,127.6205123,1,1,20,3
258bdc0a-6d5d-4c36-bcf7-e150b3ec6333,5th Company Brewing,brewpub,Perryville,Maryland,United States,39.5581614,-76.0769909,1,1,19,3
eaf55668-8444-4e4f-80c2-b9f32f7e4d83,5th Element Brewing,planning,Leander,Texas,United States,41.5082102,-85.5378194,0,1,19,3
cc8de428-9663-466c-bae8-73ad9edf0892,5th Line Brewing Co,micro,Yakima,Washington,United States,46.61136701,-120.4930458,1,1,19,4
849d5961-83c5-4115-9ae4-c0e93c8d3a7f,5x5 Brewing Co.,planning,Mission,Texas,United States,41.5082102,-85.5378194,1,1,15,3
e2bb50c4-260f-4f42-8306-392f7bd5f4ba,6 & 40 Brewery/Taproom,planning,Lakewood,Colorado,United States,39.6311085,-105.1100582,1,1,22,4
e5992621-3c91-4968-b913-85972aa66fbb,"6 Bears & A Goat Brewing Company, LLC",brewpub,Fredericksburg,Virginia,United States,41.5082102,-85.5378194,1,1,37,8
76ee21a3-d4bd-4526-9ef8-5a23a4507566,6 Bridges Brewing,planning,Johns Creek,Georgia,United States,41.5082102,-85.5378194,1,1,17,3
6f431fe7-b136-444b-84e3-3a2042903d93,6 Degrees of Separation,brewpub,Ossining,New York,United States,41.15866213,-73.86768188,1,1,23,4
ddf69cff-978e-47b6-b42e-75f102418bd0,603 Brewery,micro,Londonderry,New Hampshire,United States,41.5082102,-85.5378194,1,1,11,2
62871bbc-a963-4c09-9eff-eb36ade49fd7,608 Brewing Company,micro,La Crosse,Wisconsin,United States,43.825963955898,-91.249927988566,1,0,19,3
f3e9ba4b-0246-44ac-9170-f095d19e8d64,612 Brew,micro,Minneapolis,Minnesota,United States,45.000631,-93.2062058,1,1,8,2
c02412dc-7507-4047-9497-9066e454c4e1,666 Brewing,closed,Hamilton,Waikato Region,New Zealand,-37.7589444,175.2515685,1,1,11,2
